Top of Form
00:00:00	E	(inaudible) The bell will ring soon.
00:36:43	T	We measure it with an ammeter. How is an ammeter connected? We didn't describe it, you were able to see it here. We can't write everything down. You have it in your book.
00:36:57	SN	It is connected //in a circuit.
00:37:00	T	//In a circuit. So, we can interrupt a circuit anywhere and connect an ammeter to the circuit. What is the symbol for an electrical current?
00:37:12	SN	Capital I.
00:37:13	T	Capital I. What is the fundamental unit? Vincente?
00:37:16	SN	An ampere.
00:37:17	T	One ampere. What other units could be used? Valerie?
00:37:22	SN	A milliampere, a microampere.
00:37:23	T	Yes. A milliampere, a microampere. So, these are the fundamentals.
00:37:30	T	Take your book, part B. I'll write the page number on the board in a minute. It is page 37.
00:37:57	T	So, book B, page 37 and exercise number three.
00:38:13	T	Draw a table and fill in the values of the current.
00:38:26	T	When you are finished, please raise your hand.
00:38:35	T	The relations are written right here. By now, you should know the conversion of units, any units. Either it is a length, a volume, a mass.
00:39:05	T	What kind of a notebook is that?
00:39:07	SN	(inaudible)
00:39:08	T	You'll buy a new one, okay.
00:39:16	T	Valerie, just draw a simple table. It should have rows and columns exclusively. It doesn't have to be precise.
00:40:36	T	This one, okay.
00:40:44	T	In order to do the conversion correctly while you're filling it in,
00:40:46	T	You have to identify whether you are converting a small value to a larger one, or the opposite.
00:41:04	T	Is Vilem finished?
00:41:43	T	You have it right-
00:41:48	T	Converted.
00:41:57	T	Who else is done? The best way is to convert to amperes first- then you'll convert the rest easily.
00:42:27	T	Is Jakub done?
00:42:40	T	You should convert to this, at first. That's the easiest way.
00:42:44	T	At first, convert to amperes in the first column and then it will be easy to follow the instructions on the blackboard.
00:43:04	T	So, you are still able to get an A grade if you answered correctly.
00:43:30	T	Yes. So, Ema is the second. And who else? Tadeas and Lubos are done?
00:43:46	T	Give it to me, Lubosi.
00:44:04	T	You have mistakes here, Tadeasi.
00:44:06	SN	(inaudible)
00:44:08	T	Tadeas made a mistake here. Here. And Lubos.
00:44:23	T	Lubos has everything correct. He is the third one. Therefore, Ema, Lubos and Vilem get an A.
00:44:29	T	Study for the next lesson. We'll review.
00:44:36	SS	(inaudible)
00:44:44	SN	Adios.
00:44:45	T	Wait. This way.

Ê
               
Bottom of Form

